8		0
401		2
798		2
597		4
873		12
758		14
948		14
909		15
14		16
52		16
561		18
957		18
976		21
454		21
947		22
154		23
879		23
91		24
970		25
522		26
127		26
447		26
377		26
295		27
490		27
678		27
418		27
829		27
356		28
933		28
809		28
148		28
455		29
819		29
700		30
633		30
22		30
520		30
165		31
430		31
870		31
119		31
312		31
375		31
796		31
252		32
278		32
291		32
901		32
751		32
628		32
774		33
224		33
968		33
84		33
808		33
9		33
260		33
749		34
458		34
275		34
495		34
450		34
492		35
390		35
389		35
157		35
5		35
863		35
586		35
449		35
680		35
734		36
851		36
62		36
986		36
393		36
789		36
276		36
261		36
609		36
795		36
902		37
247		37
147		37
437		37
258		37
466		37
944		37
585		37
952		38
959		38
538		38
478		38
481		38
663		38
382		38
930		38
868		38
335		38
605		38
131		38
129		38
876		39
800		39
394		39
688		39
35		39
704		39
283		39
197		39
770		39
385		39
640		39
344		39
493		39
328		39
16		39
353		40
149		40
76		40
144		40
123		40
311		40
857		40
551		40
619		40
186		40
744		40
842		40
191		40
895		40
388		40
471		41
655		41
60		41
221		41
960		41
899		41
608		41
710		41
130		41
46		41
238		41
604		41
139		41
40		41
81		41
596		41
581		41
155		41
272		41
673		41
748		42
534		42
472		42
441		42
475		42
722		42
813		42
919		42
767		42
234		42
780		42
497		42
483		42
950		42
746		42
142		42
374		42
287		42
606		42
381		42
414		42
638		42
72		43
642		43
279		43
650		43
921		43
407		43
79		43
703		43
983		43
113		43
104		43
777		43
611		43
201		43
849		43
368		43
504		43
966		43
434		44
424		44
204		44
775		44
237		44
229		44
805		44
725		44
810		44
438		44
982		44
162		44
980		44
576		44
317		44
322		44
898		44
926		44
629		44
514		44
625		44
943		44
53		44
49		44
956		44
507		44
505		44
503		44
733		44
243		45
244		45
292		45
302		45
662		45
630		45
360		45
617		45
612		45
598		45
480		45
24		45
509		45
50		45
932		45
918		45
85		45
914		45
910		45
517		45
991		45
132		45
134		45
7		45
834		45
825		45
175		45
210		45
426		45
769		45
709		46
310		46
516		46
403		46
527		46
439		46
451		46
182		46
355		46
765		46
737		46
689		46
143		46
847		46
226		46
762		46
485		46
841		46
432		46
981		46
386		46
578		46
405		46
730		46
331		46
95		46
198		46
469		46
908		46
962		46
105		46
670		46
961		46
500		47
326		47
549		47
232		47
281		47
512		47
671		47
867		47
93		47
547		47
545		47
832		47
743		47
575		47
316		47
843		47
296		47
259		47
543		47
61		47
409		47
460		47
410		47
695		47
698		47
846		47
25		47
656		47
967		47
649		48
648		48
904		48
338		48
340		48
972		48
77		48
922		48
400		48
357		48
68		48
396		48
934		48
55		48
250		48
550		48
427		48
373		48
768		48
755		48
759		48
729		48
559		48
436		48
184		48
573		48
823		48
610		48
964		48
529		48
694		48
693		48
138		48
413		48
494		48
128		48
305		48
308		48
675		48
874		48
114		48
110		48
329		48
208		49
897		49
580		49
887		49
341		49
664		49
532		49
31		49
599		49
713		49
347		49
741		49
833		49
306		49
920		49
462		49
92		49
333		49
69		49
301		49
684		49
217		49
844		49
56		49
942		49
622		49
540		49
188		49
362		49
171		49
929		49
928		49
728		49
245		49
41		49
404		50
419		50
431		50
448		50
470		50
488		50
476		50
28		50
74		50
80		50
995		50
884		50
877		50
871		50
121		50
146		50
156		50
998		50
821		50
814		50
176		50
812		50
199		50
783		50
206		50
209		50
211		50
214		50
216		50
219		50
233		50
721		50
719		50
273		50
705		50
687		50
313		50
318		50
17		50
354		50
352		50
631		50
343		50
337		50
667		50
613		50
676		51
864		51
65		51
200		51
349		51
632		51
117		51
406		51
792		51
978		51
193		51
807		51
954		51
856		51
371		51
602		51
78		51
23		51
885		51
711		51
18		51
269		51
818		51
568		51
977		51
889		51
257		51
742		51
831		51
473		51
177		51
955		51
498		52
565		52
570		52
626		52
627		52
661		52
685		52
706		52
707		52
720		52
761		52
772		52
803		52
835		52
838		52
855		52
878		52
880		52
893		52
985		52
996		52
999		52
36		52
43		52
98		52
99		52
137		52
172		52
181		52
194		52
202		52
220		52
253		52
264		52
282		52
285		52
289		52
300		52
351		52
391		52
397		52
398		52
402		52
435		52
487		52
697		53
939		53
554		53
251		53
249		53
248		53
745		53
47		53
45		53
766		53
858		53
724		53
265		53
266		53
267		53
712		53
4		53
913		53
556		53
484		53
558		53
594		53
395		53
506		53
571		53
906		53
652		53
953		53
442		53
645		53
644		53
173		53
342		53
345		53
178		53
456		53
370		53
372		53
215		53
223		53
587		53
686		53
21		53
392		54
603		54
620		54
363		54
643		54
336		54
477		54
330		54
666		54
309		54
288		54
732		54
254		54
740		54
240		54
750		54
787		54
167		54
166		54
141		54
852		54
872		54
118		54
102		54
101		54
894		54
90		54
88		54
39		54
0		54
34		54
26		54
973		54
446		54
542		54
19		54
553		54
420		54
417		54
523		55
106		55
691		55
293		55
107		55
510		55
567		55
566		55
189		55
284		55
280		55
827		55
270		55
635		55
115		55
715		55
563		55
601		55
727		55
262		55
359		55
941		55
801		55
736		55
892		55
924		55
27		55
87		55
164		55
791		55
428		55
429		55
747		55
793		55
236		55
754		55
387		55
794		55
583		55
468		55
840		55
461		55
75		55
10		55
100		55
799		55
679		55
304		55
782		55
86		55
205		55
669		55
990		55
48		55
526		56
907		56
307		56
900		56
699		56
277		56
486		56
860		56
552		56
239		56
850		56
225		56
784		56
467		56
802		56
380		56
180		56
816		56
820		56
376		56
37		56
974		56
582		56
593		56
479		56
66		56
327		56
525		56
112		57
806		57
94		57
916		57
788		57
163		57
212		57
771		57
797		57
764		57
384		57
848		57
975		57
859		57
949		57
735		57
125		57
256		57
822		57
987		57
348		57
89		57
321		57
665		57
97		57
572		57
412		57
927		57
67		57
286		57
600		57
865		58
