4	347	19	550	43	592	15	744	14	
4	725	19	652	48	992	45	446	36	
4	583	43	936	26	187	10	348	34	
4	686	20	777	15	714	17	227	17	
4	196	36	204	14	793	35	887	4	
4	751	37	735	48	495	1	635	30	
4	881	35	396	35	482	18	674	10	
4	50	12	132	23	432	1	311	5	
4	490	27	401	2	743	47	471	41	
4	832	45	243	28	78	32	394	6	
4	45	8	981	9	26	12	277	6	
4	417	32	797	49	307	3	539	12	
4	917	33	471	44	924	5	735	41	
4	136	1	610	40	566	19	91	44	
4	611	33	809	12	109	49	149	24	
4	652	17	379	35	281	47	645	16	
4	630	49	396	25	127	23	656	38	
4	527	36	850	6	486	6	368	7	
4	577	36	425	21	26	28	249	12	
4	82	26	839	11	845	10	638	13	
4	708	47	745	49	688	32	178	13	
4	262	38	100	42	518	28	599	4	
4	105	30	957	12	154	19	275	4	
4	196	44	721	1	796	47	262	45	
4	928	4	974	15	256	26	517	30	
4	60	6	384	34	351	5	130	15	
4	50	22	652	45	180	2	425	45	
4	408	14	993	17	944	34	228	41	
4	689	4	890	25	790	23	624	38	
4	802	26	542	30	448	36	807	45	
4	197	27	416	42	568	48	404	49	
4	601	33	207	30	480	21	522	23	
4	159	42	423	11	795	45	421	13	
4	830	7	606	30	657	26	215	22	
4	489	50	199	13	95	35	652	44	
4	276	42	266	14	68	17	862	34	
4	594	50	387	3	85	7	98	36	
4	114	20	655	15	298	18	209	34	
4	334	1	378	44	616	12	577	39	
4	171	5	500	8	757	38	937	13	
4	483	1	415	48	22	11	816	31	
4	854	22	426	47	308	1	615	37	
4	764	49	681	41	763	38	90	14	
4	413	41	51	17	834	7	939	14	
4	473	26	331	42	278	40	7	44	
4	640	14	775	40	630	48	991	19	
4	812	38	188	8	248	46	376	43	
4	826	13	184	27	667	3	332	45	
4	677	33	6	14	67	44	71	14	
4	762	2	142	2	289	46	402	36	
4	365	20	866	48	328	25	819	16	
4	931	6	819	40	705	47	547	21	
4	597	12	970	22	687	34	143	30	
4	204	1	623	47	388	17	648	4	
4	311	48	37	27	34	25	843	40	
4	639	45	691	25	403	2	986	47	
4	667	22	101	13	977	27	632	2	
4	340	30	129	48	271	44	33	11	
4	931	9	139	31	246	45	304	3	
4	558	49	961	13	529	33	87	41	
4	15	19	400	7	554	32	683	33	
4	12	20	765	48	130	48	596	6	
4	432	36	733	8	389	1	329	12	
4	760	23	838	40	467	19	491	18	
4	463	22	987	48	881	46	637	27	
4	987	6	451	19	238	10	347	39	
4	718	14	267	40	662	11	320	35	
4	174	17	952	19	306	10	109	12	
4	229	4	101	6	198	8	881	20	
4	658	31	459	36	338	17	564	41	
4	86	43	4	25	114	32	875	25	
4	727	18	287	30	285	45	591	21	
4	993	50	104	7	58	17	534	29	
4	184	46	717	19	326	44	32	11	
4	831	17	634	9	567	35	99	17	
4	740	39	949	37	885	23	319	7	
4	825	31	938	18	91	25	683	43	
4	349	42	505	4	571	12	503	28	
4	105	5	427	5	159	7	600	11	
4	228	33	624	34	665	31	415	18	
4	31	44	972	27	172	9	689	41	
4	97	18	990	29	288	13	696	21	
4	293	17	776	39	570	49	953	7	
4	135	11	658	31	729	34	733	30	
4	770	26	390	2	554	24	112	24	
4	373	46	157	12	5	10	141	50	
4	170	50	425	20	558	47	239	20	
4	333	6	513	40	261	31	170	5	
4	971	22	32	44	503	41	552	38	
4	512	39	414	37	27	30	796	26	
4	208	45	541	8	429	15	43	12	
4	87	45	238	17	454	3	53	20	
4	417	50	322	5	826	13	577	47	
4	243	18	985	5	737	34	894	24	
4	575	47	110	12	262	40	683	48	
4	428	9	536	38	347	47	752	31	
4	124	19	571	14	179	13	490	48	
4	525	8	517	12	63	29	403	36	
4	600	31	234	22	986	16	983	38	
4	709	6	929	42	524	42	833	47	
4	732	13	212	22	227	38	868	17	
